problem,solution,answer,problem_type
"根据患者症状，应诊断为

A.癃闭
B.淋证
C.腹痛
D.关格
E.水肿",$A$,A,single_choice
"某男，32岁。因公司多人发热，于昨日也出现了突然发热，高热不退的症状。伴有周身	55

酸痛，无汗，咳嗽，口干，咽喉疼痛等症。治疗时可选用的方剂是

A.银翘散
B.桑菊饮
C.荆防败毒散
D.清瘟败毒饮
E.参苏饮",$D$,D,single_choice
"桑螵蛸的药用部位是 。

A.干燥卵鞘
B.全虫干燥体
C.干燥皮壳
D.皮肤腺的干燥分泌物
E.干燥内壳",$A$,A,single_choice
"老人阴虚宜选用

A.人参归脾丸
B.六味地黄丸
C.补中益气丸
D.生脉饮
E.龟龄集
	36
",$D$,D,single_choice
"微苦泄散，甘补温通，走守兼备，泄中兼补，入肝、胃经。止血与化瘀力均强，并能补虚，有止血而不留瘀、活血而不耗气之优，此药物为

A.藕节
B.炮姜
C.艾叶
D.槐花
E.三七
	3
",$E$,E,single_choice
"二陈丸的组成不包括

A.半夏
B.陈皮
C.茯苓
D.大枣
E.甘草",$D$,D,single_choice
"泽泻除了能利水渗湿，还能

A.泄热
B.收湿敛疮
C.通经下乳
D.退黄疸
E.明目",$A$,A,single_choice
"六一散的主治是
	58

A.中暑
B.感受秽恶痰浊之邪所致的中暑
C.暑湿蕴结所致的湿温
D.中暑发热、气津两伤
E.暑邪挟湿所致的暑湿证",$E$,E,single_choice
"与灯心草对抗同贮的是

A.绿豆
B.细辛
C.花椒
D.冰片
E.丹皮",$D$,D,single_choice
"因证候禁忌而不宜合用的药组是

A.川贝枇杷露与天麻丸
B.附子理中丸与参茸卫生丸
C.七厘散与血府逐瘀丸
D.当归补血汤与牵正散
E.牛黄解毒片与附子理中丸",$E$,E,single_choice
"小儿脾胃不和、痰食阻滞所致的积滞宜选用

A.小儿消食片
B.小儿化食丸
C.健脾消食丸
D.一捻金
E.肥儿丸",$D$,D,single_choice
"小儿湿热蕴结大肠所致的泄泻宜选用

A.止泻灵颗粒
B.增液口服液
C.健脾康儿片
D.通便灵胶囊
E.小儿泻速停颗粒",$E$,E,single_choice
"与西药利尿药联用，可以增强利尿效果的中药方剂有

A.桂枝茯苓丸
B.木防己汤
C.黄连解毒丸
D.大柴胡汤
E.麦门冬汤",$B$,B,single_choice
"柿蒂的功效

A.降气止呃
B.解毒消肿
C.疏肝理气
D.行气解郁
E.和中化痰",$A$,A,single_choice
"三萜皂苷化合物包括 。

A.莪术醇
B.雷公藤甲素
C.穿心莲内酯
D.柴胡皂苷
E.马兜铃酸",$D$,D,single_choice
"中医应辨证为

A.肺卫不固证
B.心血不足证
C.阴虚火旺证
D.邪热郁蒸证
E.中焦湿热证",$D$,D,single_choice
"益心舒胶囊益气复脉，活血化瘀外，又能

A.行气止痛
B.清心安神
C.养阴生津
D.祛风化痰
E.化痰通络",$C$,C,single_choice
"根据蒙医药理论，七素又称为七精，分别为

A.血
B.肉
C.骨
D.筋
E.精华",$A$,A,single_choice
"黄连羊肝丸的功能是

A.清热泻火
B.泻火明目
C.清肝明目
D.养肝退翳
E.滋肾明目",$B$,B,single_choice
"以下可以称为“辽细辛”的是 。

A.北细辛、汉城细辛
B.北细辛、华细辛
C.汉城细辛、华细辛
D.华细辛
E.北细辛、汉城细辛或华细辛",$A$,A,single_choice
"中医辨证为

A.热秘
B.冷秘
C.气秘
D.虚秘
E.寒秘",$D$,D,single_choice
"健脾生血颗粒除健脾养血外，还可

A.养心安神
B.和胃安神
C.补中益气
D.温补气血
E.活血补血",$B$,B,single_choice
"《中国药典》规定，天然冰片的来源为 。

A.经化学合成的消旋龙脑
B.菊科植物艾纳香的叶中提取的左旋龙脑
C.龙脑香科植物龙脑香树干提取的右旋龙脑
D.樟科植物樟的新鲜枝、叶中提取的右旋龙脑
E.以上均不是",$D$,D,single_choice
"某女，66岁。常出现胸闷脘痞、小便短涩、大便不爽等症状，体现了湿邪的致病特点是

A.湿为阴邪，易阻遏气机
B.湿性重浊
C.湿性黏腻阻滞
D.湿性趋下，易伤阴位
E.湿性凝滞不通",$E$,E,single_choice
"能滋补肝肾，养血安神的常用中成药是

A.痛经丸
B.坤宝丸
C.妇科千金片
D.元胡止痛片
E.益母草颗粒",$B$,B,single_choice
"阳痿肾阳不足证可选用的中成药有

A.益肾灵颗粒
B.强龙益肾胶囊
C.蚕蛾公补片
D.海龙蛤蚧口服液
E.健阳片",$A$,A,single_choice
"具有清热解毒，镇惊开窍功能的有

A.安宫牛黄丸
B.紫雪散
C.局方至宝散
D.万氏牛黄清心丸
E.清开灵口服液",$A$,A,single_choice
"其辨证是

A.风寒头痛
B.肝阳头痛
C.痰浊头痛
D.风热头痛
E.瘀血头痛",$E$,E,single_choice
"接骨丸适用于

A.跌打损伤，闪腰岔气，筋伤骨折，瘀血肿痛
B.跌打损伤，瘀血肿痛，吐血、咳血、便血、痔血，崩漏下血
C.跌打损伤，血瘀疼痛，外伤出血
D.筋骨疼痛，肢体拘挛，腰背酸痛，跌打损伤
E.跌打损伤，瘀血肿痛",$A$,A,single_choice
"形似橘瓣状，表面灰黑色或淡黄白色，加水浸泡后种皮呈龟裂状的药材是 。

A.牵牛子
B.鹤虱
C.薏苡仁
D.补骨脂
E.槟榔",$A$,A,single_choice
"下列关于槲寄生的叙述，错误的是 。

A.表面黄绿色、金黄色或黄棕色，有纵皱纹
B.节膨大，节上有分枝或枝痕
C.体轻，质脆，易折断
D.叶对生于枝梢，易脱落，有柄
E.茎枝呈圆柱形",$D$,D,single_choice
"空胶囊囊壳的主要原材料为 。

A.甘油
B.山梨醇
C.琼脂
D.明胶
E.二氧化钛",$D$,D,single_choice
"川楝子的主治病证是

A.肝郁胁痛兼热
B.肝郁胁痛兼寒
C.肝郁胁痛兼食积
D.肝郁胁痛兼瘀血
E.肝郁胁痛兼痰饮",$A$,A,single_choice
"患儿，6岁。近3个月来食欲不振，食而乏味，多食则胸脘痞闷，嗳气泛恶，精神如常，大便不调，舌淡红，苔薄腻。其病机为

A.脾胃气虚
B.脾为湿困
C.乳食积滞
D.脾失健运
E.脾胃阴虚",$D$,D,single_choice
"某男，36岁。性欲低下，阳痿不举，伴有心情抑郁，胸胁胀痛，舌淡红，苔薄，脉弦。治疗宜选用的治法是

A.温补肾阳
B.疏肝解郁
C.清热利湿
D.辛温解表
E.行气止痛",$B$,B,single_choice
"以下关于此化学成分的描述不正确的是 。

A.旋光性
B.味极苦
C.对粘膜有刺激性
D.可溶于水、醇和丙酮等极性溶剂
E.难溶于石油醚等溶剂",$B$,B,single_choice
"外感头痛治疗时应

A.以疏风为主
B.以散寒为主
C.以清热为主
D.以祛湿为主
E.以滋阴为主",$A$,A,single_choice
"瘀热痰湿内生治疗宜选用

A.木香顺气丸
B.越鞠丸
C.柴胡舒肝丸
D.左金丸
E.胃苏颗粒",$B$,B,single_choice
"小青龙胶囊的组成不包括

A.麻黄
B.桂枝
C.干姜
D.白术
E.五味子",$D$,D,single_choice
"以下关于正天丸的注意事项错误的是
	24

A.本品过敏者禁用
B.婴幼儿、孕妇禁用
C.哺乳期妇女禁用
D.肝功能不全者禁用
E.肾功能不全者禁用",$D$,D,single_choice
"滑石配生甘草的功效有
	6

A.利水
B.清肝明目
C.凉血止血
D.清解暑热
E.清热排脓",$A$,A,single_choice
"治疗小儿脾胃虚弱所致的泄泻可选用

A.止泻灵颗粒
B.小儿泻速停颗粒
C.健脾康儿片
D.麻仁胶囊
E.舟车丸",$A$,A,single_choice
"方剂桑杏汤的组成是桑叶、杏仁、沙参、象贝、香豉、栀子、梨皮等，其多用于治疗

A.风寒袭肺型咳嗽
B.风热犯肺型咳嗽
C.痰湿蕴肺证咳嗽
D.痰热郁肺型咳嗽
E.风燥伤肺型咳嗽",$E$,E,single_choice
"汗证属虚证者的治疗原则是

A.化湿和营
B.调和营卫
C.温肾固摄
D.清化湿热
E.清肝泄热",$B$,B,single_choice
"姜炙时，一般每100kg药物用生姜 。

A.1kg
B.3kg
C.6kg
D.10kg
E.15kg",$D$,D,single_choice
"为粉末直接压片优良的助流剂、润滑剂、抗黏附剂、吸收剂的辅料是 。

A.月桂醇硫酸钠
B.聚乙二醇
C.硬脂酸镁
D.滑石粉
E.微粉硅胶",$E$,E,single_choice
"游离蒽醌不具有的性质 。

A.多溶于乙醇、乙醚、苯、三氯甲烷等有机溶剂
B.亲脂性
C.亲水性
D.升华性
E.酸性",$C$,C,single_choice
"可治疗风湿热邪蕴阻肌肤所致的湿疮等的是

A.内消瘰疬丸
B.消银颗粒
C.马应龙麝香痔疮膏
	8

D.消风止痒颗粒
E.地榆槐角丸",$D$,D,single_choice
"薯蓣丸的功能有

A.调理脾胃
B.升阳举气
C.益气和营
D.温补肾阳
E.燥湿化痰",$A$,A,single_choice
"以下中成药不属于孕妇禁用的是

A.保济丸
B.甘露消毒丸
	2

C.紫金锭
D.十滴水
E.六一散",$E$,E,single_choice
"肝阳头痛典型症状是

A.头痛时作，受风尤剧
B.头痛而胀，便秘溲黄
C.头昏胀痛，心烦易怒
D.头痛隐隐，面色少华
E.头痛持久，痛如锥刺",$C$,C,single_choice
"以下为碳酸盐类方解石族菱锌矿并采用煅淬法炮制的是 。

A.石决明
B.牡蛎
C.自然铜
D.血余炭
E.炉甘石",$E$,E,single_choice
"具有较强肾毒性的有机酸类化合物是 。

A.咖啡酸
B.阿魏酸
C.芥子酸
D.马兜铃酸
E.桂皮酸",$D$,D,single_choice
"清宁片的辅料用量是 。

A.每100kg大黄片或块，用黄酒55kg，熟蜜40kg
B.每100kg大黄片或块，用黄酒75kg，熟蜜30kg
C.每100kg大黄片或块，用黄酒75kg，熟蜜40kg
D.每100kg大黄片或块，用黄酒65kg，熟蜜30kg
E.每100kg大黄片或块，用黄酒45kg，熟蜜15kg",$C$,C,single_choice
"将砒制备成酒剂使用，结果导致患者死亡。导致此结果的原因是 。

A.用量过大
B.误服毒药
C.剂型失宜
D.管理不善
E.配伍不当",$C$,C,single_choice
"琥珀抱龙丸除能清热化痰外，又能

A.祛风镇惊
B.和胃健脾
C.消积止咳
D.清肺解表
E.镇静安神",$E$,E,single_choice
"安神补脑液含有的西药成分是

A.维生素B1
B.氢氧化铝
C.氢氯噻嗪
D.格列本脲
E.马来酸氯苯那敏",$A$,A,single_choice
"某男，56岁。眩晕，头重昏蒙，伴视物旋转，胸闷恶心，呕吐痰涎，食少多寐，舌苔白腻，脉濡。治宜选用

A.天麻钩藤饮
B.黄连温胆汤
C.藿香正气散
D.半夏厚朴汤
E.半夏白术天麻汤",$E$,E,single_choice
"伤正气，不宜过量或久服。掌握“活血剂”知识点。
206九气拈痛丸的功能有

A.理气
B.活血
C.宽胸
D.止痛
E.通脉",$A$,A,single_choice
"下列治法中根据五行相克规律确定的是

A.抑木扶土法
B.培土制水法
C.佐金平木法
D.益火补土法
E.泻南补北法",$C$,C,single_choice
"大黄中主要含有的化学成分是 。

A.补骨脂内酯
B.异补骨脂内酯
C.邪蒿内酯
D.茵陈炔内酯
E.花椒内酯",$A$,A,single_choice
"粉刺肺经风热证，治宜选用的中成药是

A.当归苦参丸
B.当归龙荟丸
C.金花消痤丸
D.化瘀祛斑胶囊
E.防风通圣丸",$D$,D,single_choice
"玉屏风胶囊的组成包括

A.黄芪
B.白术
C.泽泻
D.党参
E.防风",$A$,A,single_choice
"产后缺乳属气血虚弱者慎用的是

A.下乳涌泉散
B.产妇康颗粒
C.通乳颗粒
D.生化丸
E.桂枝茯苓丸",$A$,A,single_choice
"治疗肝肾不足所致的干涩不舒、单眼复视、腰膝痠软等症的是

A.明目地黄丸
	5

B.八宝眼药散
C.黄连羊肝丸
D.明目蒺藜丸
E.障眼明片",$E$,E,single_choice
"以下属于醇苷类化合物的是 。

A.红景天苷
B.天麻苷
C.萝卜苷
D.苦杏仁苷
E.芦荟苷",$A$,A,single_choice
"患儿，4岁。素喜煎炸食物，近两月来不思进食，食少饮多，皮肤失润，大便干结，舌红少津，苔花剥。
治疗应首选

A.增液汤
B.养胃增液汤
C.沙参麦冬汤
D.养阴清肺汤
	4
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台
E.增液承气汤",$B$,B,single_choice
"胃酸过多者慎用的是

A.柏子养心丸
B.养血安神丸
C.枣仁安神液
D.朱砂安神丸
E.天王补心丸",$C$,C,single_choice
"关于强心苷的理化性质说法不正确的是 。

A.强心苷多为无定形粉末或无色结晶
B.具有旋光性
C.对黏膜具有刺激性
D.可以发生K-K反应
E.乙型强心苷可与亚硝酰铁氰化钠试剂反应",$E$,E,single_choice
"处方对药品产地提出要求的处方药名是

A.怀山药
B.炒山药
C.明天麻
D.子黄芩
E.煅牡蛎",$A$,A,single_choice
"可用于区别3-羟基黄酮与5-羟基黄酮的显色反应有 。

A.醋酸镁反应
B.四氢硼钠（钾）反应
C.碱性试剂显色反应
D.盐酸-镁粉反应
E.锆-枸橼酸反应",$E$,E,single_choice
"应在落果期采收的是 。

A.开花前期
B.开花盛期
C.生长末期
D.花蕾期
E.生长初期",$A$,A,single_choice
"某男，77岁。症见胸部膨满，短气喘息，稍劳即著，咳嗽痰多，色白黏腻，畏风易汗，脘痞纳少，倦怠乏	8

力，舌暗，苔薄腻，脉小滑。根据患者症状，应辨证为

A.痰热郁肺证
B.痰浊阻肺证
C.痰蒙神窍证
D.肺肾气虚证
E.阳虚水泛证",$B$,B,single_choice
"宜使用表里双解剂的病证是

A.实热便秘者
B.表热里实者
C.气虚下陷者
D.虚寒腹泻者
E.风寒感冒者",$B$,B,single_choice
"患者张某，男，27岁，聚餐后出现胃脘疼痛，胀满拒按，嗳腐吞酸，或呕吐不消化食物，其味腐臭，吐后痛减，不思饮食，大便不爽，得矢气及便后稍舒，舌苔厚腻，脉滑。治宜选用

A.大承气汤
B.小承气汤
C.藿香正气丸
D.半夏泻心汤
E.保和丸",$E$,E,single_choice
"对混悬型液体药剂没有稳定作用的是 。

A.润湿剂
B.助悬剂
C.芳香剂
D.絮凝剂
E.反絮凝剂",$C$,C,single_choice
"婴幼儿脏腑娇嫩，发育未全，下列关于婴幼儿用药原则的表述，错误的是

A.用量宜轻
B.宜用轻清之品
C.宜佐滋补之品
D.宜佐凉肝定惊之品
E.宜佐健脾和胃之品",$C$,C,single_choice
"采用提净法炮制的药材是 。

A.半夏
B.六神曲
C.麦芽
D.巴豆
E.芒硝",$E$,E,single_choice
"二陈丸的功能是

A.散结消瘿
B.逐痰降火
C.燥湿化痰、理气和胃
D.清热化痰，止咳
E.健脾祛湿、化痰熄风",$C$,C,single_choice
"临床治疗阳痿时，应辨清虚实及病损之脏腑。实证应当疏利，虚证应当补益。阳痿属惊恐伤肾者，宜

A.温肾壮阳
B.益肾宁神
C.补益心脾
D.疏肝解郁
E.温补下元",$B$,B,single_choice
"治疗崩漏时属于脾不统血者，宜选用的方剂是

A.四物汤加减
B.固本止崩汤加减
C.调肝汤加减
D.左归丸合二至丸
E.归脾汤加减",$B$,B,single_choice
"老年人组织结构和生理功能有不同程度退变，主要表现在

A.细胞数减少
	16

B.细胞内水分减少
C.组织局部血液灌流量减少
D.总蛋白减少
E.血液内药物浓度减少",$A$,A,single_choice
"临床上主要用于治疗急性菌痢、胃肠炎、咽喉炎的中药成分是 。

A.薄荷油
B.穿心莲内酯
C.莪术醇
D.青蒿素
E.杜鹃素",$B$,B,single_choice
"胃脘胀痛，痛连胁肋，善太息，多见于

A.寒邪客胃证
B.饮食伤胃证
C.肝气犯胃证
D.湿热中阻证
E.脾胃虚寒证",$C$,C,single_choice
"明胶空心胶囊重金属不得超过 。

A.20mg/kg
B.60mg/kg
C.40mg/kg
D.80mg/kg
E.50mg/kg",$C$,C,single_choice
"症见肢体关节酸痛，游走不定，关节屈伸不利，可选用

A.乌头汤
B.桃红饮合独活寄生汤
C.防风汤
D.归脾汤
E.薏苡仁汤",$C$,C,single_choice
"某患者，男，50岁，突患急性胆囊炎，主要症状是胁痛、口苦，适宜选用的药物是

A.排石颗粒
B.茵陈五苓丸
C.消炎利胆颗粒
D.萆薢分清丸
E.香连丸",$C$,C,single_choice
"玉竹的功效是

A.滋阴润肺，润肠通便
	31

B.滋阴润肺，清肝明目
C.滋阴润肺，补脾益气
D.滋阴润肺，生津养胃
E.滋阴润肺，止咳化痰",$D$,D,single_choice
"环烯醚萜苷易产生显色反应，是由于分子结构中有 。

A.双键
B.半缩醛结构
C.糖残基
D.甲基
E.醇羟基",$B$,B,single_choice
"属风寒感冒者，可选用的方剂为

A.清瘟败毒饮
B.百合固金汤
C.参苏饮
D.荆防败毒散
E.银翘散",$D$,D,single_choice
"某女，22岁。近日常感身热较著，微恶风，头胀痛，咳嗽少痰，咽痛咽红，口渴，脉浮数。治疗时可选用的方剂是

A.银翘散
B.桑菊饮
C.荆防败毒散
D.清瘟败毒饮
E.参苏饮",$A$,A,single_choice
"过量服用含有乌头的药物会引起

A.角弓反张，痉挛
B.牙关紧闭，心律失常
C.大汗，脱发，口唇糜烂
D.吐血、咯血、便血、尿血、黄疸
E.口腔粘膜充血，牙龈肿胀，少尿",$B$,B,single_choice
"与碱液接触易消旋化 。

A.小檗碱
B.乌头碱
C.麻黄碱
D.茛菪碱
E.苦参碱",$D$,D,single_choice
"下列关于合剂的质量要求，叙述错误的是 。

A.允许有少量摇之易散的沉淀
B.除另有规定外，合剂应澄清
C.在贮存期间可以产生气体
D.在贮存期间不得发霉、酸败
E.装量、微生物限度应符合规定",$C$,C,single_choice
"配伍后用于下焦湿热之足膝肿痛、痿软无力及湿疹、湿疮的药物是

A.红花、桃仁
B.牛膝、苍术、黄柏
C.川芎、柴胡、香附
D.郁金、石菖蒲
E.丹参、虎杖",$B$,B,single_choice
"-羟色胺等神经递质不被破坏，而贮存于神经末梢中。此吋若口服含有麻黄碱成分的中成药如大活络丸、千柏鼻炎片、蛤蚧定喘丸、通宣理肺丸等，所含麻黄碱可随血液循环至全身组织，促进单胺类神经递质的大量释放，引起头痛、恶心、呼吸困难、心律失常、运动失调及心肌梗死等不良反应，严重时可出现高血压危象和脑出血，因此，临床上应避免联用。
124中药酒剂与苯巴比妥合用会

A.影响药物透过生物膜吸收
B.影响药物在胃肠道的稳定
C.发生酶促反应
D.发生酶抑反应
E.影响分布",$C$,C,single_choice
"空胶囊的干燥失重应控制在 。

A.55%～7.5%
B.85%～10.5%
C.125%～17.5%
D.105%～12.5%
E.75%～9.5%",$C$,C,single_choice
"精神抑郁，情绪不宁，胸部满闷，胁肋胀痛，多见于

A.郁证肝气郁结证
B.郁证痰气郁结证
C.郁证心神失养证
D.郁证肾精不足证
E.郁证心脾两虚证",$A$,A,single_choice
"医师开具二仙汤合四物汤来治疗。以下关于此方剂的饮片选择以及剂量建议说法错误的是A二仙汤中选用酒仙茅，缓其毒性，助阳祛寒湿
B.二仙汤中选用炙淫羊藿，长于温肾壮阳
C.二仙汤中选用盐黄柏、盐知母，增强滋阴降火作用
D.四物汤中选用酒当归，长于补血调经
E.四物汤中选用白芍，能补血敛阴
参考答案：D
【解析】二仙汤方出自《妇产科学》。选用酒仙茅，缓其毒性，助阳祛寒湿；选用炙淫羊藿，长于温肾壮阳；选用盐巴戟天，加强补肾助阳之力；选用盐黄柏、盐知母，增强滋阴降火作用。
四物汤出自唐代《仙授理伤续断方》。选用熟地黄，养血填精。当归选用生品，长于补血调经（故D错）；平素脾虚易便溏者可选用土炒当归。选用白芍，能补血敛阴；平素脾虚易便溏者可选用炒白芍或土炒白芍。掌握“乳癖”知识点。
【题干】某女，28岁。颜面、胸背皮肤油腻，且多见皮疹，皮疹红肿疼痛，伴有口臭、便秘、溲黄。舌质红，苔黄腻，脉滑数。
32.治疗可选用的方剂是

A.枇杷清肺饮
B.茵陈蒿汤
C.消风散
D.防风通圣散
E.当归饮子",$B$,B,single_choice
"在疾病过程中，患者唯感有热而没有寒象，同时怕热，此类症状多属热证的表现。湿温潮热的典型症状是

A.高热不退，不恶寒反恶热
B.午后发热，兼有盗汗、口咽干燥
C.午后热甚，身热不扬
D.日晡潮热，兼有腹满痛拒按
E.长期低热，食少乏力",$A$,A,single_choice
"治宜选用

A.六磨汤合槟榔四消丸
B.逍遥散合保和丸
C.膈下逐瘀汤合通窍活血汤
D.少腹逐瘀汤合一贯煎
	45

E.柴胡疏肝散合失笑散",$E$,E,single_choice
"药材用水煎煮，去渣浓缩后，加炼糖或炼蜜制成的半流体制剂是 。

A.流浸膏剂
B.浸膏剂
C.煎膏剂
D.酒剂
E.酊剂",$C$,C,single_choice
"“贮痰之器”是指

A.肺
B.心
C.肝
D.脾
E.肾",$E$,E,single_choice
"外感病邪犯少阳证宜选用

A.小柴胡颗粒
B.逍遥颗粒
C.加味逍遥丸
D.朱砂安神丸
E.解郁安神液",$A$,A,single_choice
"硬脂酸镁为中药片剂常用的 。

A.崩解剂
B.润湿剂
C.吸收剂
D.黏合剂
E.润滑剂",$E$,E,single_choice
"眩晕肾精不足证的代表方宜首选

A.天麻钩藤饮
B.归脾汤
C.左归丸
D.半夏白术天麻汤
E.通窍活血汤",$C$,C,single_choice
"小儿消化不良，虫积腹痛宜选用

A.小儿消食片
B.小儿化食丸
C.健脾消食丸
D.一捻金
E.肥儿丸",$E$,E,single_choice
"气滞型胃脘痛治疗宜选用

A.木香顺气丸
B.越鞠丸
C.柴胡舒肝丸
D.左金丸
E.胃苏颗粒",$E$,E,single_choice
"某患者，男，36岁，患胃溃疡，症见脘腹疼痛、喜温喜按、嘈杂吞酸、食少，证属脾胃虚寒，宜选用的药物是

A.四逆汤
B.附子理中丸
C.良附丸
D.理中丸
E.小建中合剂",$E$,E,single_choice
"服用香加皮出现心律失常等不良反应时，不应采用哪些药物救治
	10

A.镁制剂
B.铁制剂
C.铝制剂
D.钙制剂
E.钾制剂",$D$,D,single_choice
"肝阳头痛典型症状是

A.头痛时作，受风尤剧
B.头痛而胀，便秘溲黄
C.头昏胀痛，心烦易怒
D.头痛隐隐，面色少华
E.头痛持久，痛如锥刺",$C$,C,single_choice
"阳事不举，精薄清冷；伴神疲倦怠，形寒肢冷，阴部冷凉，面色无华，头晕耳鸣，腰膝酸软，小便清长，治宜选用的方剂是

A.逍遥散
B.归脾汤
C.启阳娱心丹
D.左归丸
E.右归丸",$E$,E,single_choice
"细辛的指标成分是 。

A.马兜铃酸
B.甲基丁香酚
C.细辛脂素
D.芝麻脂素
E.β-细辛醚",$C$,C,single_choice
"以动物病理产物入药的药材是 。

A.珍珠
B.鸡内金
C.石决明
D.牡蛎
E.五灵脂",$A$,A,single_choice
"消风止痒颗粒的功能不包括

A.清热
B.除湿
C.消风
D.止痒
E.活血",$E$,E,single_choice
"断面皮部较广，木部淡黄色，略呈方形，皮部与木部常有裂隙的药材是 。

A.直接晒干
B.需放入胆巴水中夜泡日晒，并加食盐，反复多次直至表面出现大量结晶盐粒
C.需胆巴水泡后煮透心，纵切片再用水浸漂，用调色液使附片染成浓茶色，取出蒸至油面光泽后，烘至半干，再晒干或继续烘干
D.需胆巴水浸数日后，连同浸液煮透心，去外皮后纵切片
E.需晒干或沸水中略烫",$B$,B,single_choice
"糖浆剂的含糖量应不低于 。

A.30%（g/ml）
B.40%（g/ml）
C.45%（g/ml）
D.25%（g/ml）
E.35%（g/ml）",$C$,C,single_choice
"以下属于黄酮类化合物显色的原因是 。

A.具2-苯基色原酮和助色团
B.具有黄烷醇和助色团
C.有色原酮
D.有2-苯基色原酮
E.有色原酮和助色团",$A$,A,single_choice
"内消瘰疬丸除软坚散结外还可

A.化瘀止痛
B.清热解毒
C.温阳化湿
D.利尿
E.化痰",$E$,E,single_choice
"按有机化合物的分类，醌类化合物是 。

A.不饱和酮类化合物
B.不饱和酸类化合物
C.不饱和醛类化合物
D.多元醇类化合物
E.多元酸类化合物",$A$,A,single_choice
"载药1746种的是 。

A.病位在表，病势上逆类病证
B.病位在上，病势上逆类病证
C.病位在上，病势下陷类病证
D.病位在里，病势下陷类病证
E.病位在下，病势上逆类病证",$C$,C,single_choice
"善杀虫止痒，为治癣痒之要药

A.蛇床子
B.铅丹
C.雄黄
D.土荆皮
E.露蜂房",$D$,D,single_choice
"痰热郁肺型肺胀在治疗时，应采用的治法是

A.宣肺化痰，止咳定喘
B.清热解毒，止咳化痰
C.清肺化痰，降逆平喘
D.辛凉解表，止咳化痰
E.养阴清肺，化痰降气",$C$,C,single_choice
"混悬液的分散体系中药物粒子的大小一般为 。

A.乳化剂失去乳化作用
B.乳化剂类型改变造成
C.ζ电位降低
D.分散相与连续相存在密度差
E.微生物及光、热、空气等的作用",$C$,C,single_choice
"药师进一步说明，若加用新癀片，造成解热镇痛药重复使用，会加大不良反应发生的可能性，关于该药发生不良反应的说法，错误的是

A.有头痛、眩晕、困倦等中枢神经系统反应
B.有恶心、呕吐、消化不良等胃肠道反应
C.有粒细胞增多等造血系统损害
	20

D.可引起肝肾损害
E.有皮疹、哮喘等过敏反应",$C$,C,single_choice
"接骨丸的功能是

A.活血化瘀，接骨续筋
B.活血散瘀，消肿止痛
C.活血止痛，解毒消肿
D.舒经活络，活血散瘀
E.化瘀消肿，止痛止血",$B$,B,single_choice
"横切面可见数个黑棕色与淡红色相间排列的偏心性半圆形环的药材是 。

A.大血藤
B.鸡血藤
C.降香
D.钩藤
E.苏木",$B$,B,single_choice
"全草类药材的入药部位是 。

A.茎和叶
B.带花茎枝
C.带果茎枝
D.草本植物新鲜或干燥的全体、地上部分或地上某一部分
E.主要是根及根茎",$D$,D,single_choice
"磁石主要用于

A.各种原因引起的心神不宁
B.阴虚血少之心神不宁
C.心火亢盛之心神不宁
D.心肾不交之心神不宁
E.肝阳上亢兼心神不宁",$C$,C,single_choice
"肾阳不足宜选用

A.桂附地黄丸
B.十全大补丸
C.六味地黄丸
D.香砂六君丸
E.人参归脾丸",$A$,A,single_choice
"制首乌的主要目的是 。

A.结合型蒽醌含量减少
B.游离蒽醌含量增高
C.增强解毒、消炎、润肠作用
D.增强补肝肾，益精血，乌须发，强筋骨作用
E.二苯乙烯苷含量降低",$D$,D,single_choice
"天麻丸除能祛风除湿，通络止痛外，又能

A.消肿散结
B.清热解毒
	30

C.退黄疸
D.补益肝肾
E.化痰",$D$,D,single_choice
"气虚证的临床表现是

A.少气懒言，疲倦乏力
B.潮热盗汗，舌红少苔
C.面色苍白，唇色淡白
D.痛如针刺，固定不移
E.恶风自汗，畏寒肢冷",$A$,A,single_choice
"心火亢盛证的临床表现是

A.心悸气短，神疲乏力
B.心胸憋闷，形寒肢冷
C.心悸气短，唇舌色淡
D.心悸气短，五心烦热
E.心中烦热，口舌糜烂疼痛",$A$,A,single_choice
"皮疹颜色暗红，以囊肿为主，经久难愈；伴纳呆腹胀。舌质暗红，有瘀斑，苔黄腻，脉弦滑。治宜选用的方剂是

A.二陈汤合桃红四物汤
B.茵陈蒿汤
C.枇杷清肺饮
D.逍遥蒌贝散
E.二仙汤合四物汤",$A$,A,single_choice
"下列生物碱中呈红色的是 。

A.小檗碱
B.小檗红碱
C.蛇根碱
D.利血平
E.甜菜碱",$B$,B,single_choice
"软胶囊囊材中加入的对羟基苯甲酸酯的作用是 。

A.增塑剂作用
B.遮光剂作用
C.防腐剂作用
D.抗氧剂
E.着色剂",$C$,C,single_choice
"益母草宜切 。

A.段
B.丝
C.块
D.薄片
E.厚片",$A$,A,single_choice
"直肠癌患者的大便常表现为

A.胨状便
B.鲜血便
C.细条便
D.柏油便
E.白陶土便",$C$,C,single_choice
"风寒袭肺型咳嗽，治疗可选用的中成药是

A.通宣理肺丸
B.急支糖浆
C.二母宁嗽丸
D.复方鲜竹沥液
E.百合固金丸",$A$,A,single_choice
"含有黄酮和萜类内酯的中药是 。

A.04%
B.05%
C.06%
D.025%
E.035%",$A$,A,single_choice
