problem,solution,answer,problem_type
"广金钱草除了能清热除湿外，还能

A.祛风止痒
B.通气下乳
C.清心除烦
D.散瘀消肿
E.利尿通淋，退黄",$E$,E,single_choice
"里实热证常见(    )

A.恶寒发热
B.寒热往来
C.但寒不热
D.但热不寒
E.以上都不是",$D$,D,single_choice
"口渴，但欲漱水而不欲咽多属（    ）

A.痰饮
B.湿热
C.阴虚
D.瘀血
E.阳虚",$D$,D,single_choice
"反治是指顺从病证的外在假象而治的一种治疗法则，又称从治。下列属于反治的有

A.以热治热
B.以寒治热
C.以热治寒
D.以补开塞
E.以寒治寒",$E$,E,single_choice
"观察和测量身体各部分的大小、形状、匀称程度,以及体重、胸围、肩宽、骨盆宽度和皮肤与皮下软组织情况可判断

A.体姿
B.体表形态
C.性征
D.体型
E.体格",$E$,E,single_choice
"椿皮的功效有

A.涩肠
B.杀虫
C.止带
D.止血
E.清热燥湿",$A$,A,single_choice
"老年人服用二甲双胍时不宜同时服用的中成药是

A.麝香保心丸
B.六味地黄丸
C.人参鹿茸丸
D.银杏叶制剂
E.柴胡舒肝丸",$C$,C,single_choice
"联结心主血脉和肺司呼吸的中心环节是：

A.元气
B.宗气
C.心气
D.肺气
E.肝气",$B$,B,single_choice
"中医学理论认为，“病”“证”“症”三者概念不同，下列表述中属于“症”的是

A.脾肾阳虚
B.肝胃不和
C.月经过多
D.五心烦热
E.心脾两虚",$C$,C,single_choice
"所谓“因虚致实”，主要体现哪种辨证关系：（         ）

A.对立关系
B.统一关系
C.邪正关系
D.因果关系
E.真假关系",$D$,D,single_choice
"赭石煅淬所用的辅料的 。

A.醋
B.酒
C.盐水
D.黄连水
E.米泔水",$A$,A,single_choice
"蛇串疮的临床特征表现为

A.皮肤出现红斑、水疮或丘疱疹，累累如串珠
B.皮损好发于腰肋部、胸部或头面部
C.多发于身体一侧，常单侧性沿皮神经分布，一般不过正中线
D.发于眼部及耳部者病情较重,疼痛剧烈伴臖核肿痛
E.部分中老年患者皮损消退可遗有神经痛",$A$,A,single_choice
"一女性患者半年前因与他人生气后进食，引起脘腹痞满不舒，胸胁胀满，嗳气不舒，心烦易怒，善太息，此后常因情志不舒而加重，苔薄白，脉弦。治疗首选方剂是：

A.四逆散合越鞠丸
B.大黄黄连泻心汤
C.保和丸
D.二陈汤
E.补中益气汤",$A$,A,single_choice
"由肉苁蓉、当归、牛膝、泽泻、升麻、枳壳组成的方是:

A.清胃散
B.济川煎
C.五苓散
D.消风散",$B$,B,single_choice
"既益精血，又壮肾阳的药是

A.当归
B.鹿茸
C.墨旱莲
D.沙苑子
E.熟地黄",$B$,B,single_choice
"十二经脉在体内与脏腑相连属，手阳明大肠经属大肠络肺，与（   ）相表里

A.冲脉
B.任脉
C.阳跷脉
D.手太阴肺经",$D$,D,single_choice
"天花粉降血糖属于 。

A.对病证功效
B.对现代病症功效
C.对症功效
D.脏腑辨证功效
E.对因功效",$B$,B,single_choice
"以下不属于中药处方的内容的是

A.医疗机构名称、患者姓名、性别、年龄
B.药品名称、数量
C.药品金额
D.治疗方案
E.发药药师签名",$D$,D,single_choice
"在疾病过程中，患者唯感有热而没有寒象，同时怕热，此类症状多属热证的表现。气虚发热的典型症状是

A.高热不退，不恶寒反恶热
B.午后发热，兼有盗汗、口咽干燥
C.午后热甚，身热不扬
D.日晡潮热，兼有腹满痛拒按
E.长期低热，食少乏力",$A$,A,single_choice
"患儿,3岁。壮热口渴,烦躁哭闹,疹色鲜红, 部分紫暗, 疹点稠密, 皮疹融合成片, 皮肤猩红, 小便短赤, 大便秘结, 舌红苔黄, 脉数有力。其病机是

A.邪犯肺卫
B.邪入气营
C.邪热入血
D.血热夹瘀
E.血热妄行",$B$,B,single_choice
"现行版药典规定硬胶囊内容物水分限度为 。

A.≤50％
B.≤60％
C.≤90％
D.≤100％
E.≤120％",$C$,C,single_choice
"某男，32岁。咽喉疼痛红肿，吞咽困难，咽喉如梗，咽部红肿明显，颌下有臖核、压痛，伴发热，口渴喜饮，头痛剧烈，小便短赤，大便秘结。舌质红，苔黄，脉数有力。中医应辨证为

A.风热外袭证
B.火毒上攻证
C.虚火上炎证
D.脾肾阳虚证
E.风燥犯肺证",$B$,B,single_choice
"治血瘀气滞诸痛宜用

A.枳实配白术
B.川楝子配延胡索
C.香附配高良姜
D.薤白配瓜蒌
E.陈皮配半夏",$B$,B,single_choice
"《内经》所说：“大怒则形气绝，而血菀于上，使人薄厥”的病机，是指：

A.气不摄血
B.气机逆乱
C.血随气脱
D.血随气逆
E.血随气结",$D$,D,single_choice
"肝功能不全患者因肝功能减退，药物代谢受到严重影响，在肝脏的作用时间延长，故此类患者应在医师指导下慎重用药，用药时执业药师可给予的合理用药指导有

A.服药初始宜从小剂量开始
B.不能使用有肝毒性中药
C.服药期间定期检查肝功能
D.选择肝毒性小的药物
E.注意观察用药后的反应",$A$,A,single_choice
"以下药物功能滋阴降火，用于治疗阴虚火旺，潮热盗汗，耳鸣遗精的药物有

A.大补阴丸
B.右归丸
C.知柏地黄丸
D.左归丸
E.杞菊地黄丸",$A$,A,single_choice
"血府逐瘀汤主治证的病机是

A.瘀阻头面
B.瘀阻膈下
C.瘀阻胸中
D.瘀阻少腹",$C$,C,single_choice
"香豆素可溶于热稀碱中是由于 。

A.甲氧基
B.醇羟基
C.酮基
D.糖链
E.内酯环",$E$,E,single_choice
"能够被酸、碱、酶水解的苷是 。

A.硫苷
B.氰苷
C.酯苷
D.醇苷
E.碳苷",$C$,C,single_choice
"水痘的基本治疗原则是

A.清热宣肺利湿
B.健脾益气利湿
C.宣肺化痰利湿
D.益气温阳利湿
E.清热解毒利湿",$E$,E,single_choice
"《本草经集注》是哪个朝代的代表作 。

A.隋朝
B.唐朝
C.宋元时期
D.魏晋南北朝
E.汉朝",$D$,D,single_choice
"“吐下之余，定无完气”的生理基础是

A.气能生津
B.气能行津
C.气能摄津
D.津能载气",$D$,D,single_choice
"龙牡壮骨颗粒治疗的病症包括

A.小儿佝偻病
B.小儿软骨病
C.小儿消化不良
D.小儿发育迟缓
E.小儿多汗",$A$,A,single_choice
"从人体脏腑、情志与五行配属的关系出发，根据五行相克的原理，以一种情志活动调节与控制另一种情志活动，从而达到消除过激情志与不良情志的目的，称为

A.抑情顺理
B.情志导引
C.情志相胜
D.清静法",$C$,C,single_choice
"""壮水之主，以制阳光""属于

A.阳病治阴
B.阴病治阳
C.阳中求阴
D.阴中求阳",$A$,A,single_choice
"以下对胃痛的服药护理中，正确的是

A.寒性胃痛，药宜稍温凉服
B.健胃药、制酸药宜饭后服，消导药宜空腹
C.气滞胃痛，可予延胡粉、木香粉各克口服，以理气和胃止痛
D.血瘀胃痛，可给服三七粉、延胡粉各克，以理气活血止痛
E.肝胃郁热，可给服玄胡粉、黄连粉各克，以泻热理气止痛",$A$,A,single_choice
"六经传变中，“并病”最确切的涵义是下列哪项：（    ）

A.一经病证同时兼有他经证候
B.由一经病证转变为另一经病证
C.两经或者三经证候同时出现
D.阳经病证与阴经病证同时并见
E.一经之证未罢又见他经病证",$E$,E,single_choice
"中医学“治未病”的预防思想包括

A.辨证求因
B.因时制宜
C.未病先防
D.既病防变
E.审因论治",$C$,C,single_choice
"脉象浮而细软称为：（    ）

A.濡脉
B.散脉
C.芤脉
D.弱脉
E.缓脉",$A$,A,single_choice
"在月经产生的过程中，起主导作用的是

A.肾
B.肝
C.脾
D.天癸",$D$,D,single_choice
"以下属于麝香中主要有效成分且具特有香气、对冠心病有一定疗效的是 。

A.脂肪酸
B.胆甾
C.麝香酮
D.麝香吡啶
E.多肽",$C$,C,single_choice
"湿证患者可见

A.濡脉
B.弱脉
C.两者均有
D.两者均无",$A$,A,single_choice
"影响疾病发生、发展与变化的根本原因，主要是

A.禀赋的强弱
B.邪气的性质
C.邪气的强弱
D.受邪的部位
E.正气的盛衰",$E$,E,single_choice
"独活配桑寄生的作用是

A.既能燥湿行气，又能消食健脾
B.走里达表，散风寒湿力强
C.增强化湿和中，解暑发表功效
D.既祛风寒湿，又能强腰膝
E.既能祛风湿通经络，又能降血压",$D$,D,single_choice
"治风寒腹痛，炒热后布包熨腹部的中药是

A.肉桂
B.干姜
C.吴茱萸
D.延胡索
E.白芥子",$C$,C,single_choice
"《素问 · 五脏生成篇》说：“多 食辛”,可致

A.脉凝泣而变色
B.皮槁而毛拔
C.筋急而爪枯
D.肉胝皱而唇揭
E.骨痛而发落",$C$,C,single_choice
"治疗肾阳虚兼有风湿痛的药物有

A.巴戟天
B.淫羊藿
C.仙茅
D.狗脊
E.杜仲",$A$,A,single_choice
"主治脾胃不和、积滞内停的是

A.保和丸
B.枳实导滞丸
C.六味安消散
D.开胃健脾丸
E.舟车丸",$C$,C,single_choice
"桂枝汤中的桂枝属于

A.反佐药
B.使药
C.君药
D.臣药
E.佐助药",$C$,C,single_choice
"“精血同源”指的是

A.心肺关系
B.肺肝关系
C.肝脾关系
D.肝肾关系",$D$,D,single_choice
"将炮制方法归纳为“雷公炮炙十七法”的炮制专著是 。

A.《炮炙大法》
B.《修事指南》
C.《黄帝内经》
D.《雷公炮炙论》
E.《本草蒙筌》",$A$,A,single_choice
"最早开始记录病人的姓名举止病状以及方药等作为诊疗的原始资料的医家是

A.叶天士
B.张仲景
C.张介宾
D.汪宏
E.淳于意",$E$,E,single_choice
"一般需要采用揉搓方法而使皮、肉紧贴的药物是 。

A.五倍子
B.三七
C.木瓜
D.大黄
E.续断",$B$,B,single_choice
"月经来潮与否，取决于

A.肾主闭藏
B.肝主疏泄
C.二者均有关
D.二者均无关",$C$,C,single_choice
"归脾汤主要用于治疗哪种情况的鼻衄患者

A.鼻燥衄血，口干咽燥，或兼有身热，咳嗽痰少等症，舌质红，苔薄，脉数
B.鼻衄，或兼齿衄，血色鲜红，口渴欲饮，鼻干，口干秽臭，烦躁，便秘，舌红苔黄，脉数
C.鼻衄，头痛，目眩，耳鸣，烦躁易怒，两目红赤，口苦，舌红，脉脉弦数
D.鼻衄，或兼齿衄，神疲乏力，面色晄白，头晕耳鸣，心悸，夜寐不宁，舌质淡，脉细无力",$D$,D,single_choice
"简单区别挥发油和脂肪油的性质是 。

A.稳定性
B.旋光性
C.折光性
D.溶解性
E.挥发性",$E$,E,single_choice
"配伍后用于下焦湿热之足膝肿痛、痿软无力及湿疹、湿疮的药物是

A.红花、桃仁
B.牛膝、苍术、黄柏
C.川芎、柴胡、香附
D.郁金、石菖蒲
E.丹参、虎杖",$B$,B,single_choice
"病人腹胀，下午尤甚，纳差、便溏3个月，近来伴心悸、失眠、多梦。舌淡，脉细弱无力。诊为：

A.心血不足
B.脾气虚弱
C.脾阳不足
D.心脾两虚
E.心肝血虚",$D$,D,single_choice
"蜕皮激素的生物活性不包括 。

A.促进蛋白质合成
B.促进微量元素吸收
C.排除体内的胆甾醇
D.降血脂
E.抑制血糖上升",$B$,B,single_choice
"番红花的正名是

A.藏红花
B.红花
C.草红花
D.西红花
E.红蓝花",$D$,D,single_choice
"“脉凝泣而变色”(《素问 · 五藏生成篇》)的原因是

A.多 食 咸
B.多食苦
C.多食甘
D.多食辛",$A$,A,single_choice
"皂苷具有发泡性，具体的步骤是：取1g中药粉末加水10ml，煮沸10分钟后过滤，取滤液强力振荡，产生持久性的泡沫，其泡沫持续的时间为 。

A.10分钟以上
B.20分钟以上
C.15分钟以上
D.5分钟以上
E.25分钟以上",$C$,C,single_choice
"肺的宣降功能失常，则

A.尿量增多
B.尿量减少
C.二者均有
D.二者均无",$B$,B,single_choice
"某女，68岁。近期常感鸣如蝉，昼夜不息，安静时尤甚，听力逐渐下降。有腰膝酸软，头晕目眩，舌淡红，少苔，脉细弱。治疗应选用的治法是

A.清肝泻火，利湿通窍
B.疏风清热，宣肺利窍
C.补肾填精，滋耳复聪
D.健脾益气，聪耳通窍
E.清肝泻火，开郁通窍",$C$,C,single_choice
"疳肿胀的主要病机是

A.脾病及肝，肝血不足
B.脾病及心，心火上炎
C.脾病及肾，阳气虚衰
D.脾病及肝，肝阳上亢
E.脾病及肾，阴虚火旺",$C$,C,single_choice
"枳术丸的主治证是

A.食滞胃脘证
B.脾虚气滞，寒热互结证
C.脾胃虚弱，饮食停滞证
D.脾虚食积证
E.湿热食积证",$C$,C,single_choice
"风热头痛典型症状是

A.头痛时作，受风尤剧
B.头痛而胀，便秘溲黄
C.头昏胀痛，心烦易怒
D.头痛隐隐，面色少华
E.头痛持久，痛如锥刺",$B$,B,single_choice
"临用前稀释供静脉滴注用的无菌溶液 。

A.氯化钠注射液
B.乳酸钠注射液
C.氨基酸输液
D.聚乙烯吡咯烷酮
E.乳酸钠输液",$C$,C,single_choice
"桃核承气汤含有下列哪首方剂：

A.调胃承气汤
B.大承气汤
C.小承气汤
D.复方大承气汤
E.增液承气汤",$A$,A,single_choice
"水痘邪伤肺卫证的治法是

A.宣肺解毒, 利湿清热
B.疏风清热, 利湿解毒
C.疏风解表, 清热宣肺
D.辛凉解表, 清热渗湿
E.清热渗湿, 解毒凉营",$B$,B,single_choice
"经络系统中没有表里关系的是

A.十二经脉
B.奇经八脉
C.十二经别
D.十二皮部",$B$,B,single_choice
"下列哪项不属于问诊中一般情况的内容：（    ）

A.姓名
B.性别
C.年龄
D.职业
E.主诉",$E$,E,single_choice
"肾的藏精功能失常，可影响

A.心主神志
B.脾主运化
C.二者均有
D.二者均无",$D$,D,single_choice
"以下不属于雷丸性状特征的是 。

A.为类球形或不规则团块
B.表面黑褐色或棕褐色
C.断面常有黄白色大理石样纹理
D.嚼之有颗粒感
E.气微腥，味微苦",$E$,E,single_choice
"弯曲法适合 。

A.白芍
B.团块状药材
C.粗大块状药材
D.不规则的根及根茎类药材
E.块根、果实、菌类药材",$A$,A,single_choice
"某女，常自觉胸胁胀痛，胸闷不舒。善太息，晨起口苦欲呕，月经延期伴紫暗血块，经行腹痛，苔白，脉弦，应诊断为

A.心脉痹阻
B.瘀血阻络
C.肝阴虚证
D.肝气郁结
E.肝血虚证",$D$,D,single_choice
"下列哪项为酯树脂类药材 。

A.乳香
B.血竭
C.没药
D.阿魏
E.松香",$B$,B,single_choice
"鉴别脾气虚证与胃气虚证最有意义的是：(    )

A.是否面色萎黄
B.有无少气懒言
C.有无神疲倦怠
D.是否大便稀溏
E.是否舌淡脉弱",$D$,D,single_choice
"适用“阳病治阴”治则的是

A.热病见热象
B.寒病见热象
C.阴虚见热象
D.热病见寒象
E.寒病见寒象",$B$,B,single_choice
"功能活血化瘀，舒筋通络，息风镇痉的药物是

A.麝香保心丸
B.华佗再造丸
C.复方丹参片
D.抗栓再造丸
E.人参再造丸",$D$,D,single_choice
"木香的功效是

A.行气止痛
B.温中止呕
C.纳气平喘
D.调经止痛",$A$,A,single_choice
"川乌的功效是

A.祛风止痛，活血通络
B.祛风通络，凉血消肿
C.祛风通络，定惊止痉
D.祛风除湿，散寒止痛
E.祛风除湿，活血通络",$D$,D,single_choice
"蛤蚧的炮制作用不正确的是 。

A.制后易粉碎，腥气减少
B.以补肺益精，纳气定喘见长
C.增强补肾壮阳作用
D.用于肾阳不足，精血亏损的阳痿
E.增强止血化瘀作用",$E$,E,single_choice
"黄疸的基本病机是什么

A.痰热壅盛
B.湿浊阻滞
C.肝肾亏虚
D.气虚不摄",$B$,B,single_choice
"由背衬层、药物贮库层、粘胶层和防粘层组成的薄片状制剂是 。

A.膏药
B.橡胶膏剂
C.软膏剂
D.贴剂
E.凝胶膏剂",$D$,D,single_choice
"呕吐物秽浊酸臭，多属：(    )

A.寒呕
B.热呕
C.食积
D.痰饮
E.湿热",$B$,B,single_choice
"可参考胸痹来辨证论治的西医疾病是

A.心源性哮喘
B.慢性阻塞性肺疾病
C.冠心病
D.肺源性心脏病
E.支气管扩张症",$C$,C,single_choice
"肾虚型月经过少的首选方是

A.归肾丸
B.桃红四物汤
C.六味地黄丸
D.保阴煎
E.右归丸",$A$,A,single_choice
"借助于手动泵的压力将药液喷成雾状的制剂是 。

A.混悬型气雾剂
B.吸入粉雾剂
C.溶液型气雾剂
D.泡沫剂
E.喷雾剂",$E$,E,single_choice
"处方写莎草根，应付

A.北豆根
B.板蓝根
C.香附
D.细辛
E.威灵仙",$C$,C,single_choice
"以下药名中不属于道地药材的是 。

A.三颗针
B.茯苓
C.花茵陈
D.太子参
E.山茱萸",$D$,D,single_choice
"下列认识哪项不正确：(    )

A.肝肾两虚是指肝肾阴阳虚
B.肺肾相兼可为气虚或阴虚
C.脾肾两虚主要指脾肾阳气虚
D.肺肾气虚又称为肾不纳气
E.心脾两虚是指心脾气血虚",$B$,B,single_choice
"临床治疗虚衰病证，为求阴阳相 济，在补阴时适当配用补阳药， 此为

A.阴中求阳
B.阳中求阴
C.阴阳双补
D.阳病治阴
E.阴病治阳",$B$,B,single_choice
"能疏肝理气，养血调经的常用中成药是

A.七制香附丸
B.八珍益母丸
C.益母草颗粒
D.乌鸡白凤丸
E.安坤颗粒",$A$,A,single_choice
"根据蒙医传统用药的“服药十则”，补养药的服用时间是

A.夹食服
B.食间服
C.睡前服
D.空腹服
E.食前服",$E$,E,single_choice
"酒蒸后既可消除刺激性，又能增强补脾润肺益肾作用的饮片是 。

A.地黄
B.女贞子
C.黄精
D.五味子
E.肉苁蓉",$C$,C,single_choice
"六味地黄丸的组成包括

A.熟地黄
B.山药
C.泽泻
D.茯苓
E.牡丹皮",$A$,A,single_choice
"突发耳鸣，声大如潮声，按之不减者，多因：（    ）

A.肝胆火盛
B.阴虚火旺
C.肝肾阴虚
D.肾精亏损
E.气血不足",$A$,A,single_choice
"适宜切成极薄片的是 。

A.降香
B.白芍
C.槟榔
D.木通
E.天麻",$A$,A,single_choice
"枇杷叶来源于 。

A.蔷薇科
B.马鞭草科
C.蓼科
D.十字花科
E.毛茛科",$A$,A,single_choice
"杏苏止咳颗粒的功能为

A.清肺化痰
B.宣肺散寒
C.化痰通便
D.止咳祛痰
E.敛肺止咳",$B$,B,single_choice
"附子的来源是 。

A.毛茛科植物乌头子根的加工品
B.毛茛科植物北乌头侧根的加工品
C.毛茛科植物乌头的主根
D.毛茛科植物北乌头的主根
E.毛茛科植物草乌的主根",$A$,A,single_choice
"小儿诊法既主张四诊合参，又特别重视的诊法是

A.按诊
B.脉诊
C.问诊
D.闻诊
E.望诊",$E$,E,single_choice
"平肝明目，治疗肝阳上亢眩晕宜选

A.白芷
B.荆芥
C.桑叶
D.葛根
E.菊花",$A$,A,single_choice
"寒邪客胃所致胃痛，应选用哪种方药治疗

A.良附丸加减
B.保和丸加减
C.柴胡疏肝散加减
D.黄芪建中汤",$A$,A,single_choice
"黄酮类化合物的显色反应是 。

A.碘-碘化钾反应
B.甲基化反应
C.酶解反应
D.乙酰化反应
E.盐酸-镁粉反应",$E$,E,single_choice
"肾阳虚衰型泄泻的特点是：

A.腹痛即泻，泻后痛减
B.泻下物臭秽，肛门灼热
C.嗳腐酸臭，泻后痛减
D.泻下清稀，甚如水样
E.黎明前泻，完谷不化",$E$,E,single_choice
"具有肝脏毒性的中药是

A.使君子
B.黄药子
C.女贞子
D.车前子
E.牛蒡子",$B$,B,single_choice
"患儿，5 岁。反复外感，面白颧红少华，食少纳呆，口渴，盗汗自汗，手足心热，大便干结，舌质红，苔花剥，脉细数。其治法是

A.调和营卫，益气固表
B.温补肾阳，健脾益气
C.养阴润肺，益气健脾
D.补肺固表，健脾益气
E.健脾益气，养阴益胃",$C$,C,single_choice
"莱菔子的主治病证是

A.食积兼脾虚
B.食积兼瘀血
C.食积兼虫积
D.食积兼气滞
E.食积兼遗尿",$D$,D,single_choice
"以下关于苏合香丸的说法错误的是

A.孕妇禁用
B.脱证不宜使用
C.热病不宜使用
D.阳闭不宜使用
E.禁止配合扶正中药服用",$E$,E,single_choice
"当代本草代表作是 。

A.《神农本草经》
B.《本草经集注》
C.《中华本草》
D.《本草纲目》
E.《本草纲目拾遗》",$C$,C,single_choice
"阴阳双方交感和合的动力源泉是

A.阴阳对立制约
B.阴阳互根互用
C.阴阳自和与平衡
D.阴阳互藏
E.阴阳相互转化",$D$,D,single_choice
"老人阳虚宜选用

A.人参归脾丸
B.六味地黄丸
C.补中益气丸
D.生脉饮
E.龟龄集",$E$,E,single_choice
"按处方常用的“药对”药物排列，可同放于一个斗中

A.瓜蒌、黄连
B.地骨皮、千年健
C.萹蓄、瞿麦
D.龙骨、艾炭
E.玄明粉、京三棱",$C$,C,single_choice
"心阳虚证的临床表现是

A.心悸气短，神疲乏力
B.心胸憋闷，形寒肢冷
C.心悸气短，唇舌色淡
D.心悸气短，五心烦热
E.心中烦热，口舌糜烂疼痛",$A$,A,single_choice
"用于中气虚寒的腹痛、腹泻和虚寒性出血的是 。

A.姜黄
B.生姜
C.干姜
D.炮姜
E.姜炭",$D$,D,single_choice
"牡蛎散的功用是

A.平肝熄风
B.重镇安神
C.固表敛汗
D.制酸止痛",$C$,C,single_choice
"天王补心丸除补心安神外，还可

A.安神定志
B.疏肝解郁
C.活血调经
D.滋阴养血
E.健脾安神",$D$,D,single_choice
"阳和汤的功用是（ ）

A.温阳补血，散寒通滞
B.温经散寒，养血通脉
C.温阳补虚，和中缓急
D.益气温经，和血通痹
E.化痰除湿，祛瘀通络",$A$,A,single_choice
"某女，28岁。夫妻二人因琐事争吵，情志波动较大，且伴有胃脘胀满，不思饮食等情况。根据五行学说分析，此属

A.木疏土
B.木克土
C.木乘土
D.木侮土
E.土侮木",$E$,E,single_choice
"可用于耳穴埋籽的材料有

A.王不留行籽
B.油菜籽
C.小米
D.绿豆
E.磁珠",$A$,A,single_choice
"某男，37岁，司机。发热头痛，感冒。执业药师建议不能选用的含马来酸氯苯那敏及对乙酰氨基酚的中成药是

A.抗感灵片
B.金羚感冒片
C.感速康胶囊
D.强力感冒片
E.新复方大青叶片",$C$,C,single_choice
"性温，既补肾，又祛风湿的药是

A.续断
B.狗脊
C.骨碎补
D.桑寄生
E.雷公藤",$B$,B,single_choice
"补骨脂的成分是 。

A.简单木脂素
B.联苯环辛烯型木脂素
C.呋喃香豆素
D.简单香豆素
E.吡喃香豆素",$C$,C,single_choice
"在二十八脉中，具备沉实大弦长形象特点的脉是：（    ）

A.革脉
B.紧脉
C.芤脉
D.伏脉
E.牢脉",$E$,E,single_choice
"阳病治阴的具体应用是

A.善补阳者，必于阴中求阳
B.善补阴者，必于阳中求阴
C.壮水之主，以制阳光
D.益火之源，以消阴翳",$C$,C,single_choice
"阿托品的结构类型是 。

A.喹啉类
B.异喹啉类
C.莨菪烷类
D.苄基异喹啉类
E.双苄基异喹啉类",$C$,C,single_choice
"我国正常人的面色是

A.五色鲜明
B.夏季稍黄
C.红黄隐隐
D.明润含蓄
E.秋季稍白",$A$,A,single_choice
"黄酮类化合物常可与铝盐、铅盐、锆盐、镁盐等试剂反应，生成有色络合物。与2％二氯氧化锆甲醇溶液反应生成 。

A.黄色的络合物
B.黄色至红色沉淀
C.绿色至蓝色沉淀
D.红棕色沉淀
E.红色络合物",$A$,A,single_choice
"清暑益气丸的注意事项正确的是

A.不宜与滋补性中药同时服用
B.宜食辛辣油腻食物
C.不宜与乌头同时服用
D.驾驶员及高空作业者慎用
E.孕妇慎用",$E$,E,single_choice
"情志护理的原则不包括哪一项

A.诚挚体贴
B.因人施护
C.避免刺激
D.顺情从欲",$A$,A,single_choice
"以下患者尿沉渣可见膀胱尿潴留患者出现

A.尿酸盐结晶
B.胆红素结晶
C.胱氨酸结晶
D.草酸盐结晶
E.脂肪醇结晶",$A$,A,single_choice
"明目上清片除清热散风明目外，还可

A.止痛
B.利尿
C.止血
D.退翳
E.润肠",$A$,A,single_choice
"阳水的特点，不包括哪项：（      ）

A.起病急，病程短
B.皮肤光亮而薄
C.为头面部先肿
D.多挟风邪为患
E.按之凹陷难复",$E$,E,single_choice
"下列哪些是夹板固定的禁忌症

A.较严重的开放骨折
B.难以整复的关节内骨折
C.难以固定的骨折
D.肿胀严重伴有水泡
E.伤肢远端脉搏微弱，末梢血循环较差",$A$,A,single_choice
"属阳虚的脏腑兼证是：(    )

A.心肝
B.心脾
C.心肾
D.肝肾
E.肝脾",$B$,B,single_choice
"下列哪一项不属于望舌形内容：(    )

A.点刺
B.老嫩
C.裂纹
D.齿痕
E.歪斜",$E$,E,single_choice
"盐炙宜用于疝气疼痛的是 。

A.制藤黄
B.吴茱萸
C.淡附片
D.生附片
E.制川乌",$B$,B,single_choice
"恶寒重，发热轻，肢节酸痛，鼻塞流清涕，口不渴或渴喜热饮，舌苔薄白，证属

A.风寒感冒
B.风热感冒
C.暑湿感冒
D.时行感冒",$C$,C,single_choice
"莪术油注射液常作为抗病毒药应用于临床，其主要不良反应为 。

A.倦怠、乏力、纳差
B.引起低血压和心动过缓
C.过敏反应、致粒细胞减少、剥脱性皮炎
D.急性血管内溶血
E.过敏样反应、呼吸困难、过敏性休克",$E$,E,single_choice
"调敷患处：是将药物用适当的液体调成糊状，敷布于患处。药物直接接触患处，达到治疗目的。适宜用香油调敷的是

A.七厘散
B.紫金锭
C.如意金黄散
D.武力拔寒散
E.黄水疮药",$E$,E,single_choice
"既能润肠通便，又能滋养补虚的药物是：

A.火麻仁
B.瓜蒌仁
C.郁李仁
D.杏仁
E.桃仁",$A$,A,single_choice
"药名相近，但性味功效不同的饮片不应排列在一起的是

A.羌活与独活
B.葛根与山药
C.当归与川芎
D.升麻与柴胡
E.附子与白附子",$E$,E,single_choice
"洋金花食用过量或误食易致中毒，其中毒的机制主要是 。

A.M-胆碱反应
B.N-胆碱反应
C.M、N-胆碱反应
D.N1-胆碱反应
E.N2-胆碱反应",$A$,A,single_choice
"按五行规律传变“受我之气者，其力方旺，还而相克，来势必甚”是指

A.母病及子
B.子病犯母
C.相乘传变
D.相侮传变
E.表里相传",$B$,B,single_choice
"下述哪些不是泄泻的原因：（    ）

A.肾阳虚衰
B.肾阴亏损
C.肠胃积滞
D.大肠湿热
E.脾胃虚弱",$D$,D,single_choice
"消渴丸的功能是

A.益气复脉，养阴生津
B.滋肾养阴，益气生津
C.益气养阴，健脾补肾
D.滋阴益气，固本培元
E.滋阴活血，温肾补脾",$B$,B,single_choice
"胃痛的饮食护理包括以下哪些内容

A.饮食以软、烂、热、易消化、富营养为宜
B.少量多餐，注意饮食卫生，勿暴饮暴食
C.胃酸过多者，不宜食过酸食物
D.胃痛发作期宜食用清淡而富有营养的流质或半流质,恢复期改为软饭或面食
E.急性大出血应禁食，少量出血，可进温凉、清淡流质",$C$,C,single_choice
"患儿，6 岁。反复外感，面黄少华，形体消瘦，肌肉松软，少气懒言，气短，自汗多汗，食少纳呆，大便不调，舌质淡，苔薄白，脉无力。其治法是

A.调和营卫，益气固表
B.温补肾阳，健脾益气
C.养阴润肺，益气健脾
D.补肺固表，健脾益气
E.健脾益气，养阴益胃",$D$,D,single_choice
"散风寒湿止痛的羌活归哪个经络 。

A.肝经
B.膀胱经
C.肺经
D.肾经
E.心经",$B$,B,single_choice
"含乳管的中药有 。

A.大黄
B.白芍
C.党参
D.白术
E.人参",$C$,C,single_choice
"治疗湿热瘀阻型痛经，应选方剂是

A.清热调血汤
B.清热固经汤
C.清血养阴汤
D.清经散
E.解毒活血汤",$A$,A,single_choice
"强心苷C17位五元不饱和内酯环的显色反应不包括 。

A.Legal反应
B.Salkowski反应
C.Raymond反应
D.Baljet反应
E.Kedde反应",$B$,B,single_choice
"下列化合物的结构属于，黄芩苷和黄芩素 。

A.黄色的络合物
B.黄色至红色沉淀
C.绿色至蓝色沉淀
D.红棕色沉淀
E.红色络合物",$B$,B,single_choice
"半夏泻心汤的功用是

A.和胃消痞，散结除水
B.寒热平调，消痞散结
C.和胃补中，降逆消痞
D.泻火解毒，燥湿除痞
E.化痰清热，和胃降逆",$B$,B,single_choice
